category,id,name,likes,talking_about_count,were_here_count,location-street,location-city,location-country,location-zip,location-lat-lng,link,phone,website,description,members,mission,general_info,products,hours,category_list,cover,emails,founded
School,204352989621937,"Shree Surya Chandra Higher Secondary School, Achham",275,68,0,,Achham,Nepal,,"29.05,81.3",https://www.facebook.com/SSCHSSchool,"""""",http://www.suryachandra.edu.np,"""""","""""","""""","""""","""""","""""","High School",object,"""""",""""""
"Local business",141368052694225,"Kamal Bazar","""""",0,1,,,"29.053306308144,81.339655808581",https://www.facebook.com/pages/Kamal-Bazar/141368052694225,"""""","""""","""""","""""","""""","""""","""""","""""","Social Services","""""","""""",""""""
City,104068582962011,"Kanda, Bajhang",20,0,14,,,"29.766666666667,81.283333333333",https://www.facebook.com/pages/Kanda-Bajhang/104068582962011,"""""","""""","Kanda is a village in Bajhang District in the Seti Zone of north-western Nepal. At the time of the 1991 Nepal census it had a population of 1,417 and had 268 houses in the village.LocationThe Bajhang district lies within the Seti Zone in the Far Western Development Region. It is located between the altitudes of 29° 23′ 0″ and 30° 03′ 15″ north and longitudes of 80° 44′ 30″ and 81° 34′ 00″ east.Topography, relief and geographical featuresThe area covered by district of Bajhang is about 3475 km².The altitude in this dist various from 915 metres to 7036 m above the mean sea level.This district has been topographically and geographically divided into the following four regions. Himali Region Lekali (High Mountain Region) Pahadi (Mountainous) Bensi and TarHimali RegionThe Himali region lies in the northern past of this district, and most of the areas are perpetually covered by snow and ice. This region consists of several famous peaks such as Saipal (7036 m), Nampa (6757 m), Bankiyalek (6936 m), Kapkot (6373 m) and Khyurikhala (5992 m). The highest peak is Saipal. The Seti River and several of its tributaries have their origins in these Himalayan peaks. This area is not suitable for human habitation due to severe cold weather.Lekali RegionBelow the Himali Region lies, the Lekali Region stretched all the way to area with an altitude of about 3354 m. Among the main mountains, some are Surma Lek, Gilgar Lek, Jai Lek, Dogatoro Lek, Khaptad Lek, Garje Lek, Kurasain Lek, Lalo Let etc. This region covered with snow during winter. Snow melt occurs during summer months and some green nature lands are seen some of the areas suitable for campaign in this region are Chaurpani, Dshachaur, Nayan Odar, Gararg Phu etc.","""""","""""","""""","""""","""""",City,"""""","""""",""""""
City,109470845750605,"Dhuli, Nepal","""""",0,5,,<<not-applicable>>,"29.7833,81.2833",https://www.facebook.com/pages/Dhuli-Nepal/109470845750605,"""""","""""","""""","""""","""""","""""","""""","""""",City,"""""","""""",""""""
City,116108011733934,"Umraro, Nepal",2,0,0,,<<not-applicable>>,"29.2333,80.9167",https://www.facebook.com/pages/Umraro-Nepal/116108011733934,"""""","""""","""""","""""","""""","""""","""""","""""",City,"""""","""""",""""""
City,112108105473196,"Mahat Gaun",4,0,1,,,"29.3,82.166666666667",https://www.facebook.com/pages/Mahat-Gaun/112108105473196,"""""","""""","Mahat Gaun is a market center in Chandannath Municipality in Jumla District in the Karnali Zone of north-western Nepal. The formerly village development committee was merged together with Mahat Gaun, Talium, Kartik Swami, Chandannath village development committees to form the new municipality. At the time of the 1991 Nepal census it had a population of 2501 persons living in 496 individual households.MediaTo Promote local culture Mahat Gaun has one FM radio station Radio Karnali 105.2 MHz Which is a Community radio Station.External linksUN map of the municipalities of Jumla District","""""","""""","""""","""""","""""",City,"""""","""""",""""""
"Local business",1376314505953813,"Chandannath 5 Jumla",3,0,0,"Chandannath 5 jumla, Nepali",,"29.276629770809,82.175666461921",https://www.facebook.com/pages/Chandannath-5-Jumla/1376314505953813,"""""","""""","""""","""""","""""","""""","""""","""""",Home,"""""","""""",""""""
"Local business",692837300751998,"Acharyalihi, Jumla","""""",0,1,,,"29.275452671242,82.178936793828",https://www.facebook.com/pages/Acharyalihi-Jumla/692837300751998,"""""","""""","""""","""""","""""","""""","""""","""""",Borough,"""""","""""",""""""
"Local business",626224804059043,"Danphe Peak, Jumla","""""",0,1,,,"29.27340454911,82.177962420334",https://www.facebook.com/pages/Danphe-Peak-Jumla/626224804059043,"""""","""""","""""","""""","""""","""""","""""","""""","Local Business","""""","""""",""""""
"Local business",304384673100611,"Kailadai Ko Hotel, Jumla",1,0,1,"Khalanga, Jumla",,"29.273127000296,82.178710028529",https://www.facebook.com/pages/Kailadai-Ko-Hotel-Jumla/304384673100611,"""""","""""","""""","""""","""""","""""","""""","""""","Food &amp; Restaurant","""""","""""",""""""
City,109548875729906,Ramanakot,"""""",0,0,,,"29.2333333333,81.7583333333",https://www.facebook.com/pages/Ramanakot/109548875729906,"""""","""""","Ramanakot  is a village development committee in Kalikot District in the Karnali Zone of north-western Nepal. At the time of the 1991 Nepal census it had a population of 2543 people living in 447 individual households.External linksUN map of the municipalities of Kalikot District","""""","""""","""""","""""","""""",City,"""""","""""",""""""
City,108062165880808,"Khalanga, Jajarkot",847,36,1805,,<<not-applicable>>,"28.7,82.2333",https://www.facebook.com/pages/Khalanga-Jajarkot/108062165880808,"""""","""""","Jajarkot, detta anche Khalanga Jajarkot, è un VDC del Nepal occidentale di circa 9.000 abitanti capoluogo del Distretto di Jajarkot nella zona di Bheri.La città si trova in una zona collinare a circa 1.225 m di altitudine.Collegamenti esterniMappa di Jajarkot e relativo distrettoMappa topografica della zona","""""","""""","""""","""""","""""",City,"""""","""""",""""""
Landmark,131529903564223,"Jajarkot District",33,0,42,,Jajarkot,Nepal,,"28.7,82.2333",https://www.facebook.com/pages/Jajarkot-District/131529903564223,"""""","""""","Jajarkot é um distrito da zona de Bheri, no Nepal. A sua sede é a cidade de Jajarkot, cobre uma área de 2 230 km² e no ano de 2001 tinha uma população de 134 868 habitantes.","""""","""""","""""","""""","""""",Landmark,"""""","""""",""""""
"Local business",1591144907798003,"Unique Collection",5,1,9,"Khalanga Jajarkot",Jajarkot,Nepal,,"28.7,82.2333",https://www.facebook.com/pages/Unique-Collection/1591144907798003,089430312,"""""","""""","""""","""""","""""","""""","""""","Local Business",object,"""""",""""""
"Community organization",1476826699255735,"Radio Khalanga FM 107.6 Mhz, Jajarkot",402,11,34,"Jajarkot, Nepal",Jajarkot,Nepal,00977,"28.7,82.2333",https://www.facebook.com/radiokhalangajkt,089430202,http://www.khalangaonline.org,"""""","""""","""""","""""","""""","""""","Community Organization",object,"""""",""""""
School,483635215021782,"Nobelist Boarding School khalanga-3, jajarkot",132,5,112,,Jajarkot,Nepal,,"28.7,82.2333",https://www.facebook.com/pages/Nobelist-Boarding-School-khalanga-3-jajarkot/483635215021782,089430255/9848009815/9847847777/9848124699,"""""","""""","""""","Provide quality education in Jajarkot with in minimum cost.
Create approach towards technology to students.","""""","""""","""""",School,object,"""""",""""""
Media/news/publishing,704661069585750,"Sanchar Kendra Jajarkot",202,0,9,,"khalnga 7 panchkatiya",,"28.693883414,82.1939927507",https://www.facebook.com/jajarkotnews,9844820755,http://www.sancharkendra.com,"""""","""""","""""","""""","""""","""""",Media/News/Publishing,object,"""""",""""""
"Local business",283525765096240,"Khallanga, Jakarkot","""""",0,1,,,"28.697310146,82.2093783227",https://www.facebook.com/pages/Khallanga-Jakarkot/283525765096240,"""""","""""","""""","""""","""""","""""","""""","""""",Outdoors,"""""","""""",""""""
Food/grocery,1597278753833731,"नरेन्द्र प्रसाद देबकोटा",5,0,2," Nepal",Jajarkot,Nepal,,"28.7,82.2333",https://www.facebook.com/pages/%E0%A4%A8%E0%A4%B0%E0%A5%87%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A5%8D%E0%A4%B0-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%B8%E0%A4%BE%E0%A4%A6-%E0%A4%A6%E0%A5%87%E0%A4%AC%E0%A4%95%E0%A5%8B%E0%A4%9F%E0%A4%BE/1597278753833731,"""""","""""","""""","""""","""""","""""","""""","""""",Food/Grocery,object,"""""",""""""
"Local business",276111329168454,"DEES -Jajarkot","""""",0,1,,,"28.6989854,82.1998397",https://www.facebook.com/pages/DEES-Jajarkot/276111329168454,"""""","""""","""""","""""","""""","""""","""""","""""","Local Business","""""","""""",""""""
"Community organization",679867368695052,"Jajarkoti Child Group",88,1,17,"Khalanga-3 Ramjanaki Tol, Jajarkot",Jajarkot,Nepal,+977,"28.7,82.2333",https://www.facebook.com/jajarkotichild.group,"+9779848249299, +97789430260",http://Facebook.com/jajarkotichildgroup.com,"""""","""""","""""","""""","""""","""""","Community Organization",object,"""""",""""""
"Local business",318378841598367,"Nepal Bank Limited",2,0,1,"Khalanga ",Jajarkot,Nepal,,"28.698268578431,82.196408141166",https://www.facebook.com/pages/Nepal-Bank-Limited/318378841598367,"""""","""""","""""","""""","""""","""""","""""","""""","Community &amp; Government","""""","""""",""""""
Media/news/publishing,1076357099047617,"Radio Jajarkot FM 105.6 Mhz",422,26,1,"Khalanga, Jajarkot",Jajarkot,Nepal,,"28.7,82.2333",https://www.facebook.com/RadioJajarkotFM,"""""",http://www.radiojajarkot.org.np,"""""","""""","""""","""""","""""","""""",Media/News/Publishing,object,"""""",""""""
Farming/agriculture,384266835009250,"मेघचौर जडिबुटी उत्पादन तथा प्रसोधन सहकारी संस्था लिमिटेड",151,0,8,,Jajarkot,Nepal,o89,"28.7,82.2333",https://www.facebook.com/ekharibot.blogpost.au,9741355193,http://ekharibot.blogpost.au,"""""","""""","prospriety
","""""","""""","""""",Farming/Agriculture,object,"""""","rabindra shahi"
Library,1589545484604612,"हाम्राे जाजरकोट",334,3,91,,Jajarkot,Nepal,"हाम्राे जाजरकोटमा  ??????????","28.7,82.2333",https://www.facebook.com/pages/%E0%A4%B9%E0%A4%BE%E0%A4%AE%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A5%87-%E0%A4%9C%E0%A4%BE%E0%A4%9C%E0%A4%B0%E0%A4%95%E0%A5%8B%E0%A4%9F/1589545484604612,974805051530,http://hamro.jajarkot.com,"""""","""""","""""","""""","""""","""""",Library,object,"""""",""""""
City,325423470938119,"Narayan Municipality",2,0,35,,21600,"28.8452777778,81.7138888889",https://www.facebook.com/pages/Narayan-Municipality/325423470938119,"""""","""""","Narayan is a town and municipality in Butwal District of Lumbini Zone of western-central Nepal.MediaTo Promote local culture Narayan has two Community radio Station. one is Radio Dailekh - 96.2 MHZ is and other Radio Panchakoshi - 104 MHz.External linksUN map of the municipalities of Dailekh District","""""","""""","""""","""""","""""",City,"""""","""""",""""""
City,104080469629363,Dailekh,2273,39,6445,,<<not-applicable>>,"28.8333,81.7333",https://www.facebook.com/pages/Dailekh/104080469629363,"""""","""""","Dailekh is a town and seat of Dailekh District in the Bheri Zone of western-central Nepal.","""""","""""","""""","""""","""""",City,"""""","""""",""""""
"Local business",439816349463164,"Dailekh Naya Bazaar",70,8,804,,Dailekh,Nepal,,"28.842356139664,81.711245384099",https://www.facebook.com/pages/Dailekh-Naya-Bazaar/439816349463164,"""""","""""","""""","""""","""""","""""","""""","""""","Residence &amp; Other","""""","""""",""""""
Landmark,138134026207202,"Khalanga, Dailekh",23,1,41,,,"28.8277683499,81.7102085799",https://www.facebook.com/pages/Khalanga-Dailekh/138134026207202,"""""","""""","Khalanga खलङ्गा is capital of Dailekh District in Bheri Zone, Nepal. The mountain town was the scene of a conflict between government forces and Maoist rebels. It is located at 29.13N 80.35.","""""","""""","""""","""""","""""",Landmark,"""""","""""",""""""
"Local business",380013195435880,"Dailekh Nara",4,0,18,dailekh,"dailekh bajar",,"28.842253127,81.711295091",https://www.facebook.com/pages/Dailekh-Nara/380013195435880,"""""","""""","""""","""""","""""","""""","""""","""""","Arts &amp; Entertainment","""""","""""",""""""
"Local business",704754006211382,"Dho Dailekh",8,0,44,,,"28.827782431644,81.710026566947",https://www.facebook.com/pages/Dho-Dailekh/704754006211382,"""""","""""","""""","""""","""""","""""","""""","""""","Social Services","""""","""""",""""""
"Community organization",331157940365661,"म सबैकाेे मित्र",23,2,36,"dailekh awalparajul",Dailekh,Nepal,dev,"28.8333,81.7333",https://www.facebook.com/pages/%E0%A4%AE-%E0%A4%B8%E0%A4%AC%E0%A5%88%E0%A4%95%E0%A4%BE%E0%A5%87%E0%A5%87-%E0%A4%AE%E0%A4%BF%E0%A4%A4%E0%A5%8D%E0%A4%B0/331157940365661,"""""","""""","""""","""""","""""","""""","""""","""""","Community Organization",object,"""""",""""""
School,564749950212603,"Shree sita janashayog higher secondary school Awalparajul Dailekh",168,3,247,,Dailekh,Nepal,,"28.834390248724,81.729265957642",https://www.facebook.com/sitajanashayog,"""""","""""","""""","""""","""""","""""","""""","""""",School,object,"""""",""""""
Club,306876709512066,"तोली लाङ्घाली क्लव",73,0,2,"तोली-१ दैलेख ",Dailekh,Nepal,,"28.8333,81.7333",https://www.facebook.com/pages/%E0%A4%A4%E0%A5%8B%E0%A4%B2%E0%A5%80-%E0%A4%B2%E0%A4%BE%E0%A4%99%E0%A5%8D%E0%A4%98%E0%A4%BE%E0%A4%B2%E0%A5%80-%E0%A4%95%E0%A5%8D%E0%A4%B2%E0%A4%B5/306876709512066,9848112418,"""""","""""","""""","""""","""""","""""","""""",Club,object,"""""",""""""
School,658985287517884,"Shree Pipal Chautara Ma.Vi",81,0,18,,Dailekh,Nepal,,"28.8333,81.7333",https://www.facebook.com/pipal.chautara,"""""","""""","""""","""""","""""","""""","""""","""""",School,"""""","""""",""""""
"Community organization",267172299984031,"SOSEC-Nepal/Child Activity",269,2,35,,Dailekh,Nepal,089,"28.8333,81.7333",https://www.facebook.com/pages/SOSEC-NepalChild-Activity/267172299984031,"""""",http://sosec.org.np,"""""","""""","""""","""""","""""","""""","Community Organization",object,"""""",""""""
Community/government,600143540049901,"Dailekh ,Heart of Mid Western Region",384,149,1010,"Dailekh,Mid western Region, Nepal",Nepa,Nepal,9999,"28.846048500934,81.714458645891",https://www.facebook.com/pages/Dailekh-Heart-of-Mid-Western-Region/600143540049901,"""""","""""","""""","""""","""""","""""","""""","""""",Community/Government,object,"""""",""""""
"Local business",123277394459237,"Raju Store, Dailekh Naya Bazaar",4,0,2,,,"28.843413947643,81.711782240385",https://www.facebook.com/pages/Raju-Store-Dailekh-Naya-Bazaar/123277394459237,"""""","""""","""""","""""","""""","""""","""""","""""","Local Business","""""","""""",""""""
Hotel,1493634684200992,"Rajan Hotel",306,0,81,"Narayan-1,Dailekh",Dailekh,Nepal,+977,"28.8450368636,81.7139242916",https://www.facebook.com/rajanhotel.dailekh,089420063,"""""","After a service of 17th we became the one of the best hotel,restaurant,lodge widely ........our services make u happier today n we hope for urs happiest tommarrow we are here..... so for your better care give us the one chance.......            UNI-UPDATING IS OUR MOTO , WITH MODERN FACILITIES STACKING ON OUR OWN PLATFORM    ","""""","""""","+977089420063 IS OUR TEL NO                                                                          +9779848062505 IS OUR MOB NO                                                            To b secure call us for booking right now                                                               from:   Rajan's      sulav                                                                                                   Rajan's            sugam    ","""""","""""",Hotel,object,"""""",""""""
